"","JLKMOVE","JHSPRBQ","JHSCANB","JHSCNTB","JHSCAND","JHSCNTD","JHSCANF","JLFSATO"
"4185",1,2,"YES",NA,"YES",NA,2,6
"4186",1,2,"YES",NA,"YES",NA,2,7
"4187",1,2,"YES",NA,"YES",NA,2,5
"4188",1,NA,NA,NA,NA,NA,NA,NA
"4189",1,2,"NO",1,"YES",NA,2,6
"4190",1,2,"NO",2,"YES",NA,1,5
"4191",1,2,"YES",NA,"YES",NA,1,6
"4192",1,2,"YES",NA,"YES",NA,1,5
"4193",2,2,"YES",NA,"YES",NA,1,4
"4194",2,1,"YES",NA,"YES",NA,1,3
"4195",1,1,"YES",NA,"YES",NA,1,5
"4196",1,1,"YES",NA,"YES",NA,1,5
"4197",1,2,"NO",2,"YES",NA,2,7
"4198",2,2,"YES",NA,"YES",NA,1,5
"4199",1,1,"YES",NA,"NO",2,2,5
"4200",1,1,"YES",NA,"YES",NA,1,4
"4201",2,1,"YES",NA,"YES",NA,1,5
"4202",2,1,"YES",NA,"YES",NA,1,6
"4203",1,1,"YES",NA,"YES",NA,1,5
"4204",1,1,"YES",NA,"YES",NA,1,7
"4205",1,2,"YES",NA,"YES",NA,2,7
"4206",1,1,"YES",NA,"YES",NA,1,6
"4207",2,2,"YES",NA,"YES",NA,1,5
"4208",1,2,"YES",NA,"YES",NA,1,6
"4209",2,2,"YES",NA,"YES",NA,1,3
"4210",1,2,"YES",NA,"YES",NA,1,5
"4211",1,2,"YES",NA,"YES",NA,1,7
"4212",1,2,"NO",2,"YES",NA,1,6
"4213",1,2,"NO",2,"YES",NA,1,6
"4214",1,2,"NO",2,"YES",NA,1,6
"4215",1,2,"YES",NA,"YES",NA,1,5
"4216",1,2,"YES",NA,"YES",NA,1,4
"4217",1,2,"NO",2,"YES",NA,2,7
"4218",1,2,"NO",1,"YES",NA,1,5
"4219",1,2,"NO",1,"YES",NA,1,5
"4220",NA,2,"NO",1,"YES",NA,1,NA
"4221",1,2,"NO",1,"YES",NA,1,6
"4222",1,1,"YES",NA,"YES",NA,1,4
"4223",2,1,"YES",NA,"YES",NA,1,3
"4224",2,2,"NO",2,"YES",NA,2,3
"4225",1,2,"NO",2,"YES",NA,2,7
"4226",2,1,"NO",1,"YES",NA,1,3
"4227",1,2,"YES",NA,"YES",NA,1,7
"4228",1,2,"YES",NA,"YES",NA,2,7
"4229",1,2,"YES",NA,"YES",NA,2,5
"4230",2,2,"YES",NA,"YES",NA,1,6
"4231",2,2,"YES",NA,"YES",NA,1,3
"4232",1,2,"YES",NA,"YES",NA,2,7
"4233",1,2,"YES",NA,"YES",NA,2,6
"4234",2,2,"YES",NA,"YES",NA,2,6
"4235",1,2,"YES",NA,"YES",NA,1,6
"4236",1,2,"YES",NA,"YES",NA,1,6
"4237",2,2,"YES",NA,"YES",NA,1,5
"4238",2,2,"YES",NA,"YES",NA,1,3
"4239",1,2,"YES",NA,"YES",NA,2,6
"4240",1,2,"YES",NA,"YES",NA,2,6
"4241",1,2,"YES",NA,"YES",NA,2,5
"4242",2,2,"YES",NA,"YES",NA,2,4
"4243",1,2,"YES",NA,"YES",NA,2,3
"4244",1,2,"YES",NA,"YES",NA,1,6
"4245",1,2,"YES",NA,"YES",NA,1,5
"4246",2,2,"YES",NA,"YES",NA,1,6
"4247",2,2,"YES",NA,"YES",NA,1,6
"4248",1,2,"YES",NA,"YES",NA,1,5
"4249",1,2,"YES",NA,"YES",NA,1,5
"4250",1,2,"YES",NA,"YES",NA,1,7
"4251",1,2,"YES",NA,"YES",NA,1,6
"4252",1,2,"YES",NA,"YES",NA,1,6
"4253",NA,2,"YES",NA,"YES",NA,1,NA
"4254",1,2,"YES",NA,"YES",NA,1,6
"4255",2,2,"YES",NA,"YES",NA,1,6
"4256",2,2,"YES",NA,"YES",NA,1,6
"4257",1,2,"YES",NA,"YES",NA,1,6
"4258",1,2,"YES",NA,"YES",NA,1,5
"4259",1,2,"YES",NA,"YES",NA,1,7
"4260",1,2,"YES",NA,"YES",NA,1,5
"4261",1,2,"YES",NA,"YES",NA,2,2
"4262",1,2,"YES",NA,"YES",NA,2,1
"4263",1,2,"YES",NA,"YES",NA,2,NA
"4264",1,2,"YES",NA,"YES",NA,2,5
"4265",2,2,"YES",NA,"YES",NA,2,1
"4266",1,2,"NO",2,"YES",NA,2,3
"4267",1,2,"YES",NA,"YES",NA,1,6
"4268",1,2,"YES",NA,"YES",NA,1,5
"4269",1,2,"NO",2,"YES",NA,1,6
"4270",1,1,"YES",NA,"YES",NA,2,2
"4271",2,2,"NO",2,"YES",NA,2,2
"4272",1,2,"YES",NA,"YES",NA,1,6
"4273",1,2,"YES",NA,"YES",NA,1,6
"4274",1,2,"NO",1,"YES",NA,2,5
"4275",1,2,"NO",1,"YES",NA,2,4
"4276",1,2,"YES",NA,"YES",NA,1,5
"4277",1,2,"YES",NA,"YES",NA,1,5
"4278",1,2,"NO",1,"YES",NA,1,2
"4279",1,2,"NO",2,"YES",NA,2,5
"4280",1,2,"YES",NA,"YES",NA,1,6
"4281",2,2,"YES",NA,"YES",NA,2,5
"4282",1,2,"YES",NA,"YES",NA,2,6
"4283",1,2,"YES",NA,"YES",NA,1,7
"4284",1,2,"YES",NA,"YES",NA,1,7
"4285",1,2,"NO",2,"YES",NA,2,6
"4286",1,2,"NO",2,"YES",NA,2,5
"4287",NA,2,"NO",2,"YES",NA,1,6
"4288",1,2,"NO",2,"YES",NA,1,6
"4289",1,2,"YES",NA,"YES",NA,2,5
"4290",1,2,"YES",NA,"YES",NA,2,2
"4291",2,2,"YES",NA,"YES",NA,2,4
"4292",1,2,"YES",NA,"YES",NA,2,6
"4293",1,2,"NO",1,"YES",NA,2,5
"4294",2,2,"YES",NA,"NO",2,1,7
"4295",1,2,"YES",NA,"NO",2,1,5
"4296",1,2,"YES",NA,"YES",NA,1,7
"4297",NA,NA,NA,NA,NA,NA,NA,NA
"4298",NA,NA,NA,NA,NA,NA,NA,NA
"4299",1,2,"YES",NA,"YES",NA,1,6
"4300",1,2,"YES",NA,"YES",NA,1,6
"4301",1,1,"YES",NA,"YES",NA,1,5
"4302",1,1,"YES",NA,"YES",NA,1,7
"4303",NA,2,"YES",NA,"YES",NA,1,6
"4304",2,2,"YES",NA,"YES",NA,1,5
"4305",1,2,"YES",NA,"YES",NA,1,4
"4306",1,2,"YES",NA,"YES",NA,1,7
"4307",1,2,"YES",NA,"YES",NA,1,4
"4308",1,2,"YES",NA,"YES",NA,1,3
"4309",1,2,"YES",NA,"YES",NA,1,6
"4310",1,2,"YES",NA,"YES",NA,1,6
"4311",2,2,"YES",NA,"YES",NA,1,5
"4312",2,2,"YES",NA,"YES",NA,1,6
"4313",2,1,"YES",NA,"YES",NA,1,3
"4314",1,1,"NO",1,"YES",NA,2,3
"4315",1,1,"NO",1,"YES",NA,2,5
"4316",1,2,"YES",NA,"YES",NA,1,3
"4317",1,1,"YES",NA,"YES",NA,1,6
"4318",2,1,"YES",NA,"YES",NA,1,6
"4319",2,1,"YES",NA,"YES",NA,1,6
"4320",1,2,"YES",NA,"YES",NA,1,5
"4321",1,2,"YES",NA,"YES",NA,1,7
"4322",1,1,"YES",NA,"YES",NA,1,6
"4323",NA,1,"YES",NA,"YES",NA,1,NA
"4324",NA,NA,NA,NA,NA,NA,NA,NA
"4325",1,2,"YES",NA,"YES",NA,2,6
"4326",2,2,"YES",NA,"YES",NA,2,3
"4327",NA,1,"YES",NA,"YES",NA,1,6
"4328",1,1,"YES",NA,"YES",NA,1,4
"4329",2,1,"YES",NA,"YES",NA,1,5
"4330",1,2,"YES",NA,"YES",NA,1,5
"4331",2,2,"YES",NA,"YES",NA,1,6
"4332",1,2,"YES",NA,"YES",NA,1,5
"4333",1,2,"YES",NA,"YES",NA,1,6
"4334",1,2,"YES",NA,"YES",NA,1,5
"4335",1,2,"YES",NA,"YES",NA,1,5
"4336",1,2,"YES",NA,"YES",NA,1,4
"4337",2,2,"YES",NA,"YES",NA,1,5
"4338",2,2,"YES",NA,"YES",NA,1,5
"4339",1,2,"YES",NA,"YES",NA,1,4
"4340",1,2,"YES",NA,"YES",NA,2,6
"4341",1,2,"YES",NA,"YES",NA,2,6
"4342",1,2,"NO",2,"YES",NA,2,NA
"4343",1,1,"YES",NA,"YES",NA,1,6
"4344",1,2,"NO",1,"YES",NA,1,4
"4345",1,1,"NO",2,"YES",NA,2,5
"4346",2,1,"NO",2,"YES",NA,2,7
"4347",1,1,"NO",2,"YES",NA,2,4
"4348",1,2,"YES",NA,"YES",NA,1,5
"4349",1,2,"YES",NA,"YES",NA,2,4
"4350",1,1,"YES",NA,"YES",NA,1,5
"4351",1,2,"NO",1,"YES",NA,1,NA
"4352",2,2,"YES",NA,"YES",NA,1,7
"4353",2,2,"YES",NA,"YES",NA,1,4
"4354",1,1,"YES",NA,"YES",NA,1,6
"4355",1,2,"YES",NA,"YES",NA,1,6
"4356",1,2,"YES",NA,"YES",NA,1,6
"4357",1,2,"YES",NA,"YES",NA,2,7
"4358",1,2,"YES",NA,"YES",NA,1,NA
"4359",1,2,"YES",NA,"YES",NA,1,5
"4360",1,2,"YES",NA,"YES",NA,1,6
"4361",1,2,"YES",NA,"YES",NA,1,5
"4362",1,2,"YES",NA,"YES",NA,1,6
"4363",1,2,"YES",NA,"YES",NA,1,5
"4364",1,1,"NO",1,"YES",NA,1,4
"4365",2,1,"YES",NA,"YES",NA,1,7
"4366",1,1,"YES",NA,"YES",NA,1,6
"4367",1,1,"YES",NA,"YES",NA,1,5
"4368",1,1,"YES",NA,"YES",NA,1,7
"4369",1,2,"YES",NA,"YES",NA,1,7
"4370",1,2,"YES",NA,"YES",NA,1,6
"4371",1,2,"YES",NA,"YES",NA,1,6
"4372",1,2,"YES",NA,"YES",NA,1,6
"4373",1,1,"NO",1,"YES",NA,1,5
"4374",1,2,"YES",NA,"YES",NA,1,5
"4375",1,2,"YES",NA,"YES",NA,1,6
"4376",1,2,"YES",NA,"YES",NA,1,6
"4377",1,1,"NO",2,"YES",NA,2,5
"4378",1,1,"YES",NA,"YES",NA,1,6
"4379",1,1,"YES",NA,"YES",NA,1,NA
"4380",2,1,"YES",NA,"YES",NA,1,6
"4381",2,2,"YES",NA,"YES",NA,1,4
"4382",2,2,"YES",NA,"YES",NA,1,3
"4383",1,2,"YES",NA,"YES",NA,1,4
"4384",1,2,"YES",NA,"YES",NA,1,6
"4385",NA,2,"YES",NA,"YES",NA,1,NA
"4386",1,2,"YES",NA,"YES",NA,1,5
"4387",1,2,"YES",NA,"YES",NA,2,5
"4388",1,2,"YES",NA,"YES",NA,2,5
"4389",1,2,"NO",2,"YES",NA,2,5
"4390",1,2,"NO",2,"YES",NA,2,4
"4391",2,2,"NO",2,"YES",NA,2,4
"4392",1,2,"YES",NA,"YES",NA,1,7
"4393",1,2,"YES",NA,"YES",NA,1,6
"4394",2,2,"NO",1,"NO",1,2,7
"4395",2,1,"YES",NA,"YES",NA,2,4
"4396",1,2,"YES",NA,"YES",NA,1,4
"4397",1,2,"YES",NA,"YES",NA,1,5
"4398",1,2,"NO",1,"YES",NA,1,4
"4399",1,2,"NO",1,"YES",NA,1,7
"4400",2,2,"NO",1,"YES",NA,1,6
"4401",2,1,"NO",1,"NO",1,2,5
"4402",2,1,"NO",1,"NO",1,2,4
"4403",2,1,"NO",1,"NO",1,2,4
"4404",1,2,"YES",NA,"YES",NA,1,6
"4405",1,2,"YES",NA,"YES",NA,1,7
"4406",1,2,"YES",NA,"YES",NA,2,7
"4407",1,2,"YES",NA,"YES",NA,2,6
"4408",1,2,"YES",NA,"YES",NA,1,6
"4409",1,2,"YES",NA,"YES",NA,1,4
"4410",1,1,"YES",NA,"YES",NA,1,7
"4411",1,1,"YES",NA,"YES",NA,1,4
"4412",NA,2,"YES",NA,"YES",NA,1,NA
"4413",1,2,"YES",NA,"YES",NA,1,5
"4414",1,2,"YES",NA,"YES",NA,1,3
"4415",1,2,"YES",NA,"YES",NA,1,6
"4416",1,2,"YES",NA,"YES",NA,1,7
"4417",1,2,"YES",NA,"YES",NA,1,7
"4418",2,2,"NO",1,"YES",NA,2,4
"4419",2,2,"YES",NA,"YES",NA,1,6
"4420",2,2,"YES",NA,"YES",NA,1,4
"4421",2,2,"YES",NA,"YES",NA,1,5
"4422",2,2,"YES",NA,"YES",NA,1,4
"4423",1,2,"YES",NA,"YES",NA,1,7
"4424",1,2,"NO",2,"YES",NA,1,7
"4425",1,1,"NO",2,"YES",NA,2,7
"4426",2,1,"NO",1,"YES",NA,1,6
"4427",NA,NA,NA,NA,NA,NA,NA,NA
"4428",1,1,"NO",2,"YES",NA,2,6
"4429",2,1,"YES",NA,"YES",NA,2,4
"4430",2,1,"NO",1,"YES",NA,2,4
"4431",2,1,"NO",1,"YES",NA,2,4
"4432",1,1,"YES",NA,"YES",NA,1,6
"4433",1,1,"YES",NA,"YES",NA,2,2
"4434",NA,1,"YES",NA,"YES",NA,2,NA
"4435",2,2,"YES",NA,"YES",NA,1,4
"4436",1,2,"YES",NA,"YES",NA,1,4
"4437",2,2,"YES",NA,"YES",NA,1,4
"4438",1,2,"YES",NA,"YES",NA,1,7
"4439",1,2,"YES",NA,"YES",NA,1,7
"4440",1,2,"YES",NA,"YES",NA,1,7
"4441",1,1,"YES",NA,"YES",NA,1,6
"4442",1,1,"YES",NA,"YES",NA,1,6
"4443",1,2,"YES",NA,"YES",NA,1,7
"4444",NA,2,"YES",NA,"YES",NA,1,4
"4445",NA,1,"NO",1,"NO",1,2,4
"4446",1,1,"NO",2,"YES",NA,2,5
"4447",2,2,"YES",NA,"YES",NA,1,4
"4448",2,2,"YES",NA,"YES",NA,1,4
"4449",1,2,"NO",2,"YES",NA,1,2
"4450",NA,NA,NA,NA,NA,NA,NA,NA
"4451",1,2,"YES",NA,"YES",NA,1,5
"4452",2,2,"YES",NA,"YES",NA,2,1
"4453",2,2,"YES",NA,"YES",NA,2,4
"4454",NA,NA,NA,NA,NA,NA,NA,NA
"4455",NA,NA,NA,NA,NA,NA,NA,NA
"4456",2,2,"YES",NA,"YES",NA,1,5
"4457",2,2,"YES",NA,"YES",NA,1,5
"4458",2,2,"YES",NA,"YES",NA,1,5
"4459",NA,1,"YES",NA,"YES",NA,1,NA
"4460",2,1,"YES",NA,"YES",NA,1,4
"4461",2,1,"YES",NA,"YES",NA,1,5
"4462",1,2,"NO",2,"YES",NA,1,7
"4463",2,2,"YES",NA,"YES",NA,2,NA
"4464",2,2,"YES",NA,"YES",NA,1,4
"4465",2,2,"YES",NA,"YES",NA,1,5
"4466",1,2,"YES",NA,"YES",NA,1,3
"4467",1,2,"YES",NA,"YES",NA,1,5
"4468",1,2,"NO",1,"YES",NA,2,2
"4469",1,2,"NO",1,"YES",NA,2,6
"4470",1,2,"NO",1,"YES",NA,2,6
"4471",1,2,"YES",NA,"YES",NA,1,7
"4472",1,2,"YES",NA,"YES",NA,2,5
"4473",1,2,"YES",NA,"YES",NA,2,7
"4474",1,1,"YES",NA,"YES",NA,1,5
"4475",1,1,"YES",NA,"YES",NA,1,7
"4476",1,2,"YES",NA,"YES",NA,1,7
"4477",1,2,"YES",NA,"YES",NA,1,7
"4478",1,2,"NO",2,"YES",NA,1,7
"4479",2,2,"YES",NA,"YES",NA,1,5
"4480",1,2,"YES",NA,"YES",NA,1,5
"4481",2,1,"NO",2,"YES",NA,1,6
"4482",2,1,"NO",2,"YES",NA,1,6
"4483",2,1,"NO",2,"YES",NA,1,6
"4484",2,1,"NO",2,"YES",NA,1,4
"4485",1,2,"YES",NA,"YES",NA,1,5
"4486",1,2,"YES",NA,"YES",NA,1,4
"4487",1,2,"YES",NA,"YES",NA,1,7
"4488",2,2,"YES",NA,"YES",NA,1,3
"4489",2,1,"YES",NA,"YES",NA,1,5
"4490",1,1,"YES",NA,"YES",NA,1,7
"4491",1,1,"YES",NA,"YES",NA,1,5
"4492",2,1,"YES",NA,"YES",NA,1,4
"4493",2,1,"YES",NA,"YES",NA,1,4
"4494",2,2,"NO",2,"YES",NA,1,1
"4495",1,2,"NO",2,"YES",NA,1,1
"4496",1,2,"YES",NA,"YES",NA,1,7
"4497",1,1,"YES",NA,"YES",NA,1,3
"4498",2,1,"YES",NA,"YES",NA,1,4
"4499",1,1,"YES",NA,"YES",NA,1,7
"4500",1,2,"YES",NA,"YES",NA,1,5
"4501",1,2,"YES",NA,"YES",NA,1,4
"4502",1,2,"YES",NA,"YES",NA,1,6
"4503",NA,2,"YES",NA,"YES",NA,1,NA
"4504",2,2,"YES",NA,"YES",NA,1,5
"4505",2,2,"YES",NA,"YES",NA,1,2
"4506",1,2,"YES",NA,"YES",NA,1,6
"4507",1,2,"YES",NA,"YES",NA,1,6
"4508",2,2,"YES",NA,"YES",NA,1,5
"4509",2,2,"YES",NA,"YES",NA,1,6
"4510",1,2,"YES",NA,"YES",NA,1,6
"4511",1,1,"NO",2,"YES",NA,1,4
"4512",1,1,"NO",2,"YES",NA,1,5
"4513",2,2,"YES",NA,"YES",NA,NA,6
"4514",1,2,"YES",NA,"YES",NA,2,6
"4515",NA,2,"YES",NA,"YES",NA,2,6
"4516",2,2,"YES",NA,"YES",NA,1,5
"4517",1,2,"YES",NA,"YES",NA,1,5
"4518",1,2,"YES",NA,"YES",NA,1,5
"4519",NA,1,"YES",NA,"YES",NA,1,NA
"4520",2,1,"YES",NA,"YES",NA,1,3
"4521",1,1,"YES",NA,"YES",NA,1,7
"4522",2,2,"YES",NA,"YES",NA,1,5
"4523",1,2,"YES",NA,"YES",NA,1,6
"4524",1,2,"NO",2,"YES",NA,1,5
"4525",2,2,"NO",2,"YES",NA,1,5
"4526",1,2,"YES",NA,"YES",NA,2,5
"4527",1,2,"YES",NA,"YES",NA,2,6
"4528",NA,2,"YES",NA,"YES",NA,2,NA
"4529",1,2,"YES",NA,"YES",NA,2,5
"4530",1,2,"YES",NA,"YES",NA,2,5
"4531",2,2,"YES",NA,"YES",NA,1,7
"4532",2,2,"YES",NA,"YES",NA,1,5
"4533",1,1,"YES",NA,"YES",NA,2,6
"4534",2,1,"YES",NA,"YES",NA,1,4
"4535",2,1,"YES",NA,"YES",NA,1,5
"4536",1,2,"YES",NA,"YES",NA,1,7
"4537",2,2,"YES",NA,"YES",NA,1,5
"4538",2,2,"YES",NA,"YES",NA,1,6
"4539",2,2,"YES",NA,"YES",NA,1,5
"4540",NA,1,"YES",NA,"YES",NA,1,5
"4541",1,1,"YES",NA,"YES",NA,1,5
"4542",NA,2,"YES",NA,"YES",NA,1,NA
"4543",2,2,"YES",NA,"YES",NA,1,5
"4544",1,2,"YES",NA,"YES",NA,1,5
"4545",1,2,"YES",NA,"YES",NA,1,5
"4546",1,2,"NO",1,"YES",NA,1,6
"4547",1,1,"YES",NA,"YES",NA,1,5
"4548",2,2,"YES",NA,"YES",NA,2,6
"4549",2,2,"YES",NA,"YES",NA,2,5
"4550",1,2,"YES",NA,"YES",NA,1,6
"4551",1,2,"YES",NA,"YES",NA,1,6
"4552",NA,2,"YES",NA,"YES",NA,1,5
"4553",NA,1,"YES",NA,"YES",NA,1,NA
"4554",2,1,"YES",NA,"YES",NA,1,6
"4555",1,2,"NO",1,"YES",NA,1,6
"4556",1,2,"NO",1,"YES",NA,1,6
"4557",1,2,"NO",1,"YES",NA,1,4
"4558",1,1,"YES",NA,"YES",NA,1,4
"4559",1,1,"YES",NA,"YES",NA,1,5
"4560",1,2,"YES",NA,"YES",NA,1,4
"4561",1,2,"YES",NA,"YES",NA,1,5
"4562",1,1,"YES",NA,"YES",NA,1,5
"4563",1,2,"YES",NA,"YES",NA,1,6
"4564",2,2,"YES",NA,"YES",NA,1,6
"4565",1,2,"YES",NA,"YES",NA,1,6
"4566",1,2,"YES",NA,"YES",NA,1,4
"4567",1,2,"YES",NA,"YES",NA,1,5
"4568",1,2,"YES",NA,"YES",NA,1,6
"4569",2,1,"NO",1,"YES",NA,1,5
"4570",2,2,"YES",NA,"YES",NA,1,3
"4571",NA,2,"YES",NA,"YES",NA,1,NA
"4572",1,2,"YES",NA,"YES",NA,1,4
"4573",1,2,"YES",NA,"YES",NA,1,6
"4574",1,2,"YES",NA,"YES",NA,1,6
"4575",2,2,"YES",NA,"YES",NA,1,6
"4576",1,2,"YES",NA,"YES",NA,1,4
"4577",2,2,"YES",NA,"YES",NA,1,6
"4578",1,2,"YES",NA,"YES",NA,1,6
"4579",1,2,"YES",NA,"YES",NA,1,6
"4580",1,2,"YES",NA,"YES",NA,1,6
"4581",1,2,"YES",NA,"YES",NA,1,3
"4582",1,2,"NO",2,"YES",NA,2,4
"4583",1,2,"YES",NA,"YES",NA,1,6
"4584",2,2,"YES",NA,"YES",NA,1,5
"4585",1,2,"YES",NA,"YES",NA,1,6
"4586",1,2,"YES",NA,"YES",NA,1,5
"4587",1,2,"YES",NA,"YES",NA,1,6
"4588",1,2,"YES",NA,"YES",NA,1,2
"4589",1,2,"YES",NA,"YES",NA,1,5
"4590",1,2,"YES",NA,"YES",NA,1,6
"4591",1,2,"YES",NA,"YES",NA,1,6
"4592",1,2,"YES",NA,"YES",NA,1,6
"4593",1,2,"YES",NA,"YES",NA,1,7
"4594",1,2,"NO",2,"YES",NA,2,5
"4595",2,2,"NO",2,"YES",NA,2,5
"4596",2,1,"NO",2,"YES",NA,2,7
"4597",2,1,"NO",2,"YES",NA,2,3
"4598",1,1,"NO",2,"YES",NA,2,5
"4599",2,1,"YES",NA,"YES",NA,1,6
"4600",2,1,"YES",NA,"YES",NA,1,5
"4601",1,2,"YES",NA,"YES",NA,1,5
"4602",NA,2,"YES",NA,"YES",NA,1,5
"4603",NA,2,"YES",NA,"YES",NA,1,5
"4604",2,2,"YES",NA,"YES",NA,1,5
"4605",1,2,"YES",NA,"YES",NA,1,5
"4606",1,2,"YES",NA,"YES",NA,1,5
"4607",NA,2,"YES",NA,"YES",NA,1,NA
"4608",1,2,"YES",NA,"YES",NA,1,5
"4609",2,2,"YES",NA,"YES",NA,1,5
"4610",2,2,"YES",NA,"NO",1,1,2
"4611",2,2,"YES",NA,"YES",NA,1,5
"4612",NA,2,"YES",NA,"YES",NA,1,NA
"4613",1,2,"YES",NA,"YES",NA,1,6
"4614",1,2,"YES",NA,"YES",NA,1,4
"4615",1,2,"YES",NA,"YES",NA,1,5
"4616",1,2,"YES",NA,"YES",NA,1,7
"4617",NA,NA,NA,NA,NA,NA,NA,NA
"4618",1,2,"YES",NA,"YES",NA,1,5
"4619",1,2,"YES",NA,"YES",NA,1,4
"4620",2,1,"YES",NA,"YES",NA,1,6
"4621",2,1,"YES",NA,"YES",NA,1,5
"4622",1,2,"YES",NA,"YES",NA,1,1
"4623",1,2,"YES",NA,"YES",NA,1,5
"4624",2,1,"YES",NA,"YES",NA,2,2
"4625",2,1,"YES",NA,"YES",NA,2,2
"4626",1,2,"YES",NA,"YES",NA,1,5
"4627",1,2,"YES",NA,"YES",NA,1,4
"4628",2,2,"YES",NA,"YES",NA,1,6
"4629",1,2,"YES",NA,"YES",NA,1,4
"4630",2,2,"YES",NA,"YES",NA,2,5
"4631",NA,2,"YES",NA,"YES",NA,2,NA
"4632",1,2,"NO",1,"YES",NA,2,6
"4633",1,2,"YES",NA,"YES",NA,1,3
"4634",1,2,"YES",NA,"YES",NA,1,7
"4635",1,2,"YES",NA,"YES",NA,1,4
"4636",1,2,"YES",NA,"YES",NA,1,6
"4637",1,2,"YES",NA,"YES",NA,1,7
"4638",1,2,"YES",NA,"YES",NA,1,5
"4639",1,2,"YES",NA,"YES",NA,1,7
"4640",1,2,"YES",NA,"YES",NA,1,3
"4641",NA,2,"YES",NA,"NO",2,1,NA
"4642",1,2,"YES",NA,"NO",2,1,6
"4643",2,2,"YES",NA,"YES",NA,2,5
"4644",2,2,"NO",2,"YES",NA,1,4
"4645",1,2,"YES",NA,"YES",NA,1,7
"4646",1,2,"YES",NA,"YES",NA,1,5
"4647",1,2,"YES",NA,"YES",NA,1,2
"4648",1,2,"YES",NA,"YES",NA,1,5
"4649",2,2,"YES",NA,"YES",NA,1,6
"4650",1,1,"YES",NA,"YES",NA,1,6
"4651",1,2,"YES",NA,"YES",NA,1,4
"4652",1,2,"YES",NA,"YES",NA,1,5
"4653",1,2,"YES",NA,"YES",NA,1,6
"4654",2,2,"YES",NA,"YES",NA,2,7
"4655",1,2,"YES",NA,"YES",NA,2,7
"4656",1,2,"YES",NA,"NO",1,1,5
"4657",1,2,"NO",2,"YES",NA,2,5
"4658",1,2,"NO",2,"YES",NA,2,5
"4659",1,2,"NO",2,"YES",NA,2,5
"4660",1,2,"NO",2,"YES",NA,2,6
"4661",1,2,"YES",NA,"YES",NA,1,5
"4662",1,2,"YES",NA,"YES",NA,1,4
"4663",2,2,"NO",2,"YES",NA,2,7
"4664",2,2,"NO",2,"YES",NA,2,5
"4665",2,1,"YES",NA,"YES",NA,1,2
"4666",NA,NA,NA,NA,NA,NA,NA,NA
"4667",1,2,"NO",1,"YES",NA,2,5
"4668",1,1,"YES",NA,"YES",NA,2,4
"4669",2,1,"YES",NA,"YES",NA,2,5
"4670",2,1,"YES",NA,"YES",NA,2,5
"4671",2,2,"YES",NA,"YES",NA,2,4
"4672",2,2,"YES",NA,"YES",NA,2,4
"4673",1,1,"YES",NA,"YES",NA,1,7
"4674",1,2,"NO",1,"YES",NA,1,7
"4675",1,2,"NO",1,"YES",NA,1,6
"4676",2,2,"YES",NA,"YES",NA,1,5
"4677",2,2,"YES",NA,"YES",NA,1,NA
"4678",1,2,"YES",NA,"YES",NA,1,4
"4679",NA,NA,NA,NA,NA,NA,NA,NA
"4680",NA,NA,NA,NA,NA,NA,NA,NA
"4681",1,1,"NO",1,"NO",2,1,6
"4682",1,2,"YES",NA,"YES",NA,2,6
"4683",1,2,"YES",NA,"YES",NA,2,5
"4684",1,2,"YES",NA,"YES",NA,1,7
"4685",2,2,"YES",NA,"YES",NA,1,4
"4686",2,2,"YES",NA,"YES",NA,1,5
"4687",NA,2,"YES",NA,"YES",NA,1,NA
"4688",1,2,"YES",NA,"YES",NA,1,4
"4689",NA,2,"YES",NA,"YES",NA,1,NA
"4690",1,2,"YES",NA,"YES",NA,1,6
"4691",1,2,"YES",NA,"YES",NA,1,5
"4692",2,2,"YES",NA,"YES",NA,1,6
"4693",1,2,"YES",NA,"YES",NA,1,5
"4694",NA,2,"YES",NA,"YES",NA,1,NA
"4695",1,2,"YES",NA,"YES",NA,1,7
"4696",2,2,"YES",NA,"YES",NA,1,6
"4697",2,2,"YES",NA,"YES",NA,1,7
"4698",1,2,"YES",NA,"YES",NA,1,5
"4699",2,2,"YES",NA,"YES",NA,1,5
"4700",2,2,"YES",NA,"YES",NA,2,5
"4701",2,2,"YES",NA,"YES",NA,1,4
"4702",2,2,"YES",NA,"YES",NA,1,4
"4703",1,2,"YES",NA,"NO",2,2,5
"4704",1,2,"YES",NA,"NO",2,2,6
"4705",2,2,"YES",NA,"YES",NA,1,NA
"4706",2,2,"YES",NA,"YES",NA,1,6
"4707",2,2,"NO",2,"YES",NA,2,2
"4708",1,2,"NO",2,"YES",NA,2,6
"4709",1,2,"NO",2,"YES",NA,1,NA
"4710",1,2,"NO",2,"YES",NA,1,6
"4711",1,2,"YES",NA,"YES",NA,1,5
"4712",1,2,"YES",NA,"YES",NA,1,5
"4713",NA,2,"YES",NA,"YES",NA,1,NA
"4714",2,2,"YES",NA,"NO",2,1,4
"4715",2,2,"YES",NA,"NO",2,1,5
"4716",1,2,"YES",NA,"YES",NA,2,6
"4717",1,2,"YES",NA,"YES",NA,2,6
"4718",1,2,"YES",NA,"YES",NA,1,5
"4719",1,2,"YES",NA,"YES",NA,2,5
"4720",1,2,"YES",NA,"YES",NA,2,4
"4721",1,2,"YES",NA,"YES",NA,1,6
